b,g,e,p,f,d,c,n
Harris-Teeter Inc.,072036985903,333.0,0.0,33.33,0.0,16.67,"HARRIS TEETER, SWEETENED WHIPPED CREAM"
Harris-Teeter Inc.,072036981745,167.0,4.55,5.3,0.0,22.73,"HARRIS TEETER, SMOOTH & CREAMY CHURNED REDUCED FAT ICE CREAM, FRENCH VANILLA"
Harris-Teeter Inc.,072036470515,254.0,5.97,13.43,1.5,25.37,"HARRIS TEETER, PREMIUM ICE CREAM, CHOCOLATE PEANUT BUTTER"
Harris-Teeter Inc.,072036590329,161.0,8.06,11.29,0.0,9.68,WHOLE MILK RICOTTA CHEESE
Harris-Teeter Inc.,072036979711,571.0,17.86,46.43,3.6,28.57,"H.T. TRADERS, COLOSSAL CASHEWS, SALTED"
Harris-Teeter Inc.,072036060310,237.0,2.63,0.0,2.6,60.53,"HARRIS TEETER, FLAVORED SYRUP, CHOCOLATE"
"Whole Foods Market, Inc.",099482443320,211.0,3.33,12.22,0.0,15.56,"WHOLE FOODS MARKET, ICE CREAM, VANILLA"
"Whole Foods Market, Inc.",099482443306,211.0,4.44,12.22,1.1,15.56,"WHOLE FOODS MARKET, ICE CREAM, CHOCOLATE"
"Ibp, Inc.",027182551519,241.0,18.75,17.86,0.0,0.0,REDUCED FAT GROUND PORK
"Wal-Mart Stores, Inc.",681131068802,260.0,7.79,1.95,1.3,50.65,"MARKETSIDE, PRETZEL HAMBURGER BUNS"
"Wal-Mart Stores, Inc.",078742022215,429.0,3.57,21.43,3.6,64.29,CHOCOLATE CARAMEL COOKIE THINS
"Wal-Mart Stores, Inc.",078742035888,438.0,3.12,18.75,0.0,62.5,"SAM'S CHOICE, WAFFLE COOKIES, CINNAMON, HONEY"
"Schnuck Markets, Inc.",041318291414,353.0,11.76,5.88,8.8,70.59,"SCHNUCKS, INSTANT OATMEAL, MAPLE & BROWN SUGAR"
Linda's Food Products Inc.,072212505239,567.0,10.0,43.33,6.7,33.33,"DONA MARIA, MEXICAN CONDIMENT MOLE"
"Unified Grocers, Inc.",041380111245,857.0,0.0,100.0,0.0,0.0,"SPRINGFIELD, VEGETABLE OIL"
"Goya Foods, Inc.",04133205,300.0,15.0,5.0,0.0,50.0,"LIPTON, SOUP SECRETS, CHICKEN NOODLES SOUP MIX"
White Rose Food Corp.,074807366263,357.0,14.29,7.14,14.3,57.14,"WHITE ROSE, ONION SOUP, RECIPE & DIP MIX"
TWO-BITE,770981051505,408.0,2.82,22.54,1.4,47.89,"TWO-BITE, CARROT CAKE"
Hormel Foods Corporation,037600151405,500.0,17.86,46.43,0.0,0.0,PEPPERONI BITES
BLUE ROCK,023545401774,107.0,25.0,0.89,0.0,0.0,ALASKAN POLLOCK FILLETS
"Murry's, Inc.",073744013438,244.0,16.67,17.95,0.0,2.56,"MURRY'S, HOT ITALIAN SAUSAGE"
WOW,857929004035,412.0,5.26,21.05,2.6,54.39,"WOW, CHOCOLATE BROWNIE"
Arnold Meats Inc.,025325120219,268.0,12.5,23.21,0.0,5.36,SIMPLY DELICIOUS MEATS
Arnold Meats Inc.,025325120202,268.0,12.5,23.21,0.0,5.36,"SMOKED HOT, CHICKEN, BEEF, AND PORK PRODUCT"
Arnold Meats Inc.,025325120172,277.0,12.31,23.08,0.0,4.62,RED HOTS MEATS
"Whole Foods Market, Inc.",099482420246,656.0,21.88,53.12,6.2,21.88,"365 EVERYDAY VALUE, ORGANIC CREAMY PEANUT BUTTER"
"Whole Foods Market, Inc.",099482422417,62.0,2.65,3.54,0.9,6.19,"365 ORGANIC, ORGANIC PASTA SAUCE"
"Whole Foods Market, Inc.",099482403614,393.0,25.0,32.14,0.0,3.57,"365 EVERYDAY VALUE, SHREDDED MILD CHEDDAR CHEESE"
Ajinomoto USA Inc.,071757056572,165.0,4.37,2.43,1.0,28.64,"SIMMERING SAMURAI, ORANGE CHICKEN FRIED RICE"
Ajinomoto USA Inc.,071757056602,168.0,3.57,3.06,1.0,23.47,"SIMMERING SAMURAI, BROCCOLI BEEF FRIED RICE"
"P.J. Lisac & Associates, Inc.",045296191032,179.0,25.0,3.57,3.6,10.71,THE GOOD HEALTH CHEESE ALTERNATIVE
T. Marzetti Company,098304200196,500.0,14.29,21.43,0.0,57.14,CROUTONS
Unilever Bestfoods North America,048001232020,594.0,21.88,50.0,6.2,18.75,"SKIPPY, CREAMY SPREAD, PEANUT BUTTER"
Windsor Quality Food Products Ltd.,070077004560,165.0,2.36,8.66,1.6,19.69,"TAI PEI, MINI VEGETABLE SPRING ROLLS"
Ouhlala Gourmet Corp,854417002436,467.0,6.67,20.0,0.0,66.67,"BUDDY FRUITS, LEMON TARTLETS, LEMON"
"Sambazon, Inc.",818411001000,70.0,1.0,5.0,3.0,4.0,PURE UNSWEETENED SUPERFRUIT PACKS
STATER BROS.,074175020705,357.0,12.5,1.79,3.6,75.0,"AN ENRICHED MACARONI PRODUCT, ROTINI"
STATER BROS.,074175611637,100.0,6.15,0.0,3.8,17.69,DARK RED KIDNEY BEANS
CRESCENT VALLEY,075925604596,357.0,25.0,28.57,0.0,0.0,"MUENSTER PREMIUM NATURAL CHEESE, MUENSTER"
CRESCENT VALLEY,075925604657,393.0,28.57,32.14,0.0,0.0,"SWISS PREMIUM NATURAL CHEESE, SWISS"
GREAT MIDWEST,711565011409,393.0,25.0,32.14,0.9,3.57,"APPLE CINNAMON CHEDDAR WISCONSIN CHEESE, APPLE CINNAMON CHEDDAR"
GREAT MIDWEST,711565011416,393.0,21.43,28.57,0.0,7.14,"CRANBERRY CHEDDAR WISCONSIN CHEESE, CRANBERRY CHEDDAR"
GREAT MIDWEST,711565011362,393.0,25.0,32.14,0.0,3.57,"CHIPOTLE CHEDDAR WISCONSIN CHEESE, CHIPOTLE CHEDDAR"
FRESH & EASY,5051379071318,200.0,3.16,10.53,0.0,23.16,"ICE CREAM, GELATO, COCONUT FUDGE"
"Schnuck Markets, Inc.",041318221305,359.0,0.0,5.13,0.0,76.92,LAFFY TAFFY CANDY
"United Natural Foods, Inc.",042563012816,625.0,25.0,50.0,9.4,18.75,"ORGANIC SMOOTH PEANUT BUTTER EASY SPREAD, SMOOTH PEANUT BUTTER"
"United Natural Foods, Inc.",814985000326,200.0,0.0,0.0,5.0,55.0,"WILD BERRY MIXED FRUIT ARTISAN PRESERVES, WILD BERRY"
Omaha Steaks International,021613013256,257.0,16.81,20.35,0.0,0.0,"GROUND BEEF BURGERS, BEEF"
"Toadally Snax, Incorporated",032823140151,476.0,2.38,16.67,2.4,76.19,"CHOCOLATE DRIZZLED CARAMEL CORN WITH PEANUTS, CHOCOLATE DRIZZLED CARAMEL"
"Unified Grocers, Inc.",041380212188,419.0,6.45,9.68,3.2,77.42,"HONEY GRAHAM CRACKERS, HONEY"
"Supervalu, Inc.",041303004272,80.0,5.6,0.0,4.0,16.0,RED BEANS
"Supervalu, Inc.",041303004098,96.0,5.6,0.8,4.0,16.8,CHILI BEANS IN SAUCE
"Supervalu, Inc.",041303005064,356.0,6.67,0.0,0.0,80.0,ENRICHED MEDIUM GRAIN WHITE RICE
"Supervalu, Inc.",041303005071,356.0,6.67,0.0,0.0,80.0,ENRICHED LONG GRAIN WHITE RICE
"Supervalu, Inc.",041303003213,286.0,22.86,2.86,20.0,60.0,SPLIT GREEN PEAS
"Supervalu, Inc.",041303003176,229.0,20.0,2.86,31.4,60.0,NAVY BEANS
"Supervalu, Inc.",041303003275,229.0,22.86,2.86,34.3,60.0,BLACK BEANS
"Supervalu, Inc.",041303003251,229.0,20.0,2.86,34.3,60.0,PINTO BEANS
"Supervalu, Inc.",041303003206,286.0,22.86,2.86,17.1,62.86,BLACKEYE PEAS
Aldi-Benner Company,041498184032,271.0,9.41,11.76,3.5,31.76,"CHICKEN & CHEESE TAQUITOS ROLLED IN FLOUR TORTILLAS, CHICKEN & CHEESE"
"United Natural Foods, Inc.",042563007638,64.0,0.71,0.71,1.4,14.29,ORGANIC DICED MANGOES
"Inventure Foods, Inc.",708163950056,500.0,7.14,32.14,3.6,60.71,"CLASSIC SEA SALT KETTLE COOKED CHIPS, CLASSIC SEA SALT"
Cooperative Regions of Organic Producer Pools,093966213409,393.0,25.0,32.14,0.0,3.57,"COLBY CHEESE, COLBY"
ONE DEGREE ORGANIC FOODS,675625355011,400.0,5.71,5.71,5.7,80.0,"SPROUTED BROWN RICE CACAO CRISPS, BROWN RICE CACAO"
"Applegate Farms, LLC",025317006958,203.0,15.25,11.86,0.0,5.08,"CHICKEN & APPLE BREAKFAST SAUSAGE, CHICKEN & APPLE"
"Applegate Farms, LLC",025317656009,357.0,25.0,25.0,0.0,3.57,UNCURED GENOA SALAMI
"Applegate Farms, LLC",025317679008,91.0,20.0,0.91,0.0,0.0,"SMOKED TURKEY BREAST, SMOKED"
"United Natural Foods, Inc.",785030555576,180.0,6.0,0.0,1.0,38.0,"ORGANIC BUTTERNUT SQUASH RAVIOLI, BUTTERNUT SQUASH"
"Winn-Dixie Stores, Inc.",021140242655,444.0,0.0,0.0,0.0,88.89,"CAKE CUPS, ORIGINAL"
"Schnuck Markets, Inc.",041318030594,125.0,0.0,0.0,0.0,25.0,"BEEF BOUILLON CUBES, BEEF"
"Schnuck Markets, Inc.",041318030624,135.0,0.0,0.0,0.0,27.03,"CHICKEN INSTANT BOUILLON, CHICKEN"
"Schnuck Markets, Inc.",041318030600,135.0,0.0,0.0,0.0,27.03,"CHICKEN BOUILLON CUBES, CHICKEN"
"Schnuck Markets, Inc.",041318030617,125.0,0.0,0.0,0.0,25.0,"BEEF INSTANT BOUILLON, BEEF"
"Schnuck Markets, Inc.",041318570540,298.0,8.77,7.89,3.5,49.12,"AUTHENTIC 6 INCH TACO STYLE FLOUR TORTILLAS, TACO STYLE"
"Schnuck Markets, Inc.",041318570557,298.0,10.53,7.02,7.0,47.37,"FAJITA STYLE AUTHENTIC WHOLE WHEAT TORTILLAS, FAJITA STYLE"
"Schnuck Markets, Inc.",041318580488,286.0,21.43,21.43,0.0,7.14,"LOW-MOISTURE PART-SKIM MOZZARELLA CHEESE, MOZZARELLA"
"Winn-Dixie Stores, Inc.",021140143020,385.0,3.85,9.62,1.9,71.15,"TOASTER PASTRIES, FROSTED BLUEBERRY"
"Winn-Dixie Stores, Inc.",021140128331,333.0,0.0,0.0,0.0,66.67,"GRAVY MIX, PORK"
"Schnuck Markets, Inc.",041318300895,357.0,12.5,1.79,3.6,75.0,"ENRICHED MACARONI PRODUCT, PENNE RIGATE"
Aldi-Benner Company,041498116057,29.0,0.83,0.0,0.8,6.61,STEWED TOMATOES
Aldi-Benner Company,041498150662,350.0,12.5,6.25,10.0,67.5,HEARTY 100% WHOLE GRAIN OLD FASHIONED ROLLED OATS
Aldi-Benner Company,041498121693,586.0,20.69,48.28,10.3,20.69,SLIVERED ALMONDS
Aldi-Benner Company,041498193294,357.0,17.86,28.57,3.6,7.14,CRUMBLED BLUE CHEESE
ON-COR,070575040220,115.0,4.71,4.71,0.5,13.61,"SELECTS LASAGNA WITH MEAT SAUCE, MEAT SAUCE"
"Schnuck Markets, Inc.",041318240252,367.0,13.33,5.0,6.7,73.33,"ITALIAN STYLE BREAD CRUMBS, ITALIAN STYLE"
Ad-Visor,718122065370,236.0,4.72,13.21,1.9,27.36,"BITTERSWEET CHOCOLATE ORGANIC ICE CREAM, BITTERSWEET CHOCOLATE"
Ad-Visor,718122065271,226.0,3.77,14.15,0.0,20.75,"MADAGASCAR VANILLA ORGANIC ICE CREAM, MADAGASCAR VANILLA"
"Bimbo Bakeries USA, Inc.",072030000282,396.0,4.17,18.75,2.1,56.25,"CHOCOLATE CHIP CRUMB LOAF CAKE, CHOCOLATE CHIP CRUMB"
VISTA,045100007108,400.0,6.67,10.0,0.0,73.33,"SUPREME SALTINES, SUPREME"
"Snyder's-Lance, Inc.",076410901190,523.0,10.45,24.39,3.5,55.75,SANDWICH CRACKERS
"Snyder's-Lance, Inc.",076410093031,485.0,9.09,21.21,3.0,66.67,PEANUT BUTTER COOKIES
"Snyder's-Lance, Inc.",076410093048,479.0,6.39,19.17,3.2,73.48,"VAN-O LUNCH COOKIES, RICH VANILLA CREME"
"Snyder's-Lance, Inc.",076410400013,479.0,6.39,19.17,3.2,70.29,CHOC-O LUNCH COOKIES
Bakery Boys Of N.Y. Ltd.,738004000411,475.0,3.57,35.71,0.9,53.57,"APRICOT SANDWICH CHOCOLATE DIP SPRINKLES, APRICOT SANDWICH CHOCOLATE"
California Sun Dry Foods,738203114117,286.0,14.29,0.0,14.3,57.14,HALVES SMOKED SUN-DRIED TOMATOES
Louisa Food Products Inc,077886001599,309.0,9.88,17.28,1.2,32.1,"ORIGINAL BEEF TOASTED RAVIOLI, ORIGINAL BEEF"
"Supervalu, Inc.",041130307942,356.0,6.67,0.0,0.0,80.0,ENRICHED LONG GRAIN WHITE RICE
"Schnuck Markets, Inc.",041318291414,353.0,11.76,5.88,8.8,70.59,"MAPLE & BROWN SUGAR INSTANT OATMEAL, MAPLE & BROWN SUGAR"
"Unified Grocers, Inc.",041380111306,857.0,0.0,100.0,0.0,0.0,CORN OIL
"Unified Grocers, Inc.",041380111245,857.0,0.0,100.0,0.0,0.0,VEGETABLE OIL
"Unified Grocers, Inc.",041380111283,857.0,0.0,100.0,0.0,0.0,CANOLA OIL
"Unified Grocers, Inc.",041380111016,857.0,0.0,100.0,0.0,0.0,VEGETABLE OIL
"Whole Foods Market, Inc.",099482403614,393.0,25.0,32.14,0.0,3.57,"MILD CHEDDAR CHEESE, MILD"
CHATHAM VILLAGE,098304200196,500.0,14.29,21.43,0.0,57.14,"HOMESTYLE GARLIC & BUTTER FLAVORED CROUTONS, HOMESTYLE GARLIC & BUTTER"
"Sambazon, Inc.",818411001000,70.0,1.0,5.0,4.0,5.0,"PURE UNSWEETENED PURE ACAI BERRY SUPERFRUIT, PURE UNSWEETENED"
"UTZ Quality Foods, LLC",083791520094,529.0,7.05,28.22,3.5,59.96,SOUR CREAM & ONION POTATO CHIPS
"Schnuck Markets, Inc.",041318221305,359.0,0.0,5.13,0.0,76.92,LAFFY TAFFY CANDY
"Post Consumer Brands, LLC",041653012293,382.0,8.82,0.0,2.9,88.24,CORN FLAKES
Five Point Products,815367010001,56.0,0.8,0.4,1.6,12.0,"ORGANICS APPLE, CARROT & SQUASH ORGANIC FRUIT & VEGETABLE PUREE"
"Paris Bros., Inc.",033954111034,375.0,12.5,1.79,3.6,78.57,"SPAGHETTI, ENRICHED MACARONI PRODUCT"
Pinnacle Foods Group LLC,014500003805,106.0,3.53,1.18,1.2,22.35,SWEET MINI CORN ON THE COB
"Osi Industries, LLC",070575040220,115.0,4.71,4.71,0.5,13.61,SELECTS LASAGNA WITH MEAT SAUCE
"John B. Sanfilippo & Son, Inc.",070690271325,545.0,13.64,31.82,4.5,54.55,PRALINE ALMONDS SWEET AND CRUNCHY ICE CREAM TOPPERS
Gracekennedy Foods (USA) LLC,023545401774,107.0,25.0,0.89,0.0,0.0,ALASKAN POLLOCK FILLETS
"Murry's, Inc.",073744018334,365.0,13.04,33.91,1.7,2.61,"MURRY'S, SUNRISE BEEF PATTIES"
"Atlantic Representations, Inc.",031742111228,246.0,15.38,4.62,4.6,36.92,JAMAICAN STYLE ONE BEEF PATTIE
BAR S,015900051007,179.0,14.29,14.29,0.0,7.14,TURKEY BACON
Hoodman Corporation,017932002521,350.0,12.86,1.43,4.3,71.43,COUSCOUS
"Kradjian Importing Co., Inc.",094379030157,36.0,0.0,0.0,0.0,7.14,"MID EAST, IMPORTED GIARDENIERA"
PANTAI,816125000067,250.0,0.0,0.0,50.0,50.0,"PANTAI, THAI TEA MIX"
U.B.C. Distributors,822514221852,82.0,0.0,8.0,2.0,2.0,"BARAKA, CRACKED GREEN OLIVES"
Gilster Marylee  C/o Ko-Pak Inc.,076924569237,375.0,6.25,0.0,3.1,90.62,"CLOVER VALLEY, SWEETENED MULTI-GRAIN CEREAL, FRUITY HOOPS"
"A.M. Braswell, Jr. Food Co. Inc.",041695011131,357.0,0.0,0.0,0.0,85.71,"BRASWELL'S, PURE PEAR PRESERVES, PEAR"
Aldi-Benner Company,041498181550,62.0,1.56,1.95,1.6,9.38,MEAT PASTA SAUCE
"XOCHITL (SO' CHEEL), INC.",854137777775,471.0,7.14,16.07,7.1,60.71,"XOCHITL, STONE-GROUND CORN CHIPS, GARLIC"
Steve Ross Enterprises,744335610229,354.0,0.0,0.0,3.5,85.96,PAPAYA SPEARS
Steve Ross Enterprises,744335610151,354.0,0.0,3.51,3.5,85.96,"PCC, MANGO SLICES"
Steve Ross Enterprises,744335610472,302.0,0.0,0.0,3.5,77.19,DICED PINEAAPLE
Steve Ross Enterprises,744335610267,354.0,0.0,3.51,3.5,89.47,"PCC, CRYSTALLIZED GINGER"
"Annie Chun's, Inc.",765667150306,147.0,4.71,0.59,1.2,30.59,"ANNIE CHUN'S, ORGANIC BUCKWHEAT SOBA NOODLES"
Jagpreet Enterprises,767226002248,167.0,0.0,0.0,33.3,33.33,"SUKHI'S, GOBI ALOO COMPLETE SPICE MIX"
KERRYGOLD,767707001647,393.0,25.0,32.14,0.0,0.0,"KERRYGOLD, AGED CHEDDAR CHEESE WITH IRISH WHISKEY"
"Berks Packing Co., Inc.",076295010000,286.0,10.71,25.0,0.0,0.0,"BERKS, BEEF FRANKS"
"Parks, LLC",012400124125,323.0,13.85,27.69,0.0,6.15,SMOKED SAUSAGE
HATFIELD,4593456939346,289.0,11.11,26.67,0.0,2.22,"HATFIELD, CLASSIC FRANKS"
"Premio Foods, Inc.",028364654967,411.0,19.64,35.71,0.0,1.79,HOT SAGEY RINGS
White Rose Food Corp.,074807471493,33.0,0.0,0.0,1.6,8.2,"WHITE ROSE, TOMATO SAUCE"
"Fig Food Company, LLC",853434002351,69.0,3.27,1.02,2.4,12.24,YUCATAN BLACK BEAN SOUP
"Fig Food Company, LLC",853434002337,61.0,2.86,1.22,2.4,9.8,TUSCAN WHITE BEAN SOUP
"Winco Foods, Inc.",070552201040,562.0,21.88,50.0,12.5,18.75,"MARANATHA, ROASTED ALMOND BUTTER, CREAMY"
"Delhaize America, Inc.",725439108980,429.0,0.0,50.0,0.0,0.0,"MY ESSENTIALS, 48% VEGETABLE OIL SPREAD"
Food Town Stores Inc.,035826031174,316.0,5.26,14.04,1.8,43.86,JUMBO BISCUITS
Food Town Stores Inc.,035826081506,447.0,2.63,21.05,2.6,63.16,COOKIE DOUGH
Food Town Stores Inc.,035826081490,421.0,2.63,15.79,0.0,65.79,SUGAR COOKIES
"Delhaize America, Inc.",725439116718,464.0,7.14,17.86,3.6,67.86,SOURDOUGH PRETZEL PIECES
"Delhaize America, Inc.",725439110921,393.0,10.71,3.57,3.6,82.14,"MV ESSENTIALS, BAKED PRETZEL RODS"
Food Town Stores Inc.,035826027153,321.0,8.93,26.79,0.0,7.14,BEEF FRANKS
"Delhaize America, Inc.",725439975940,500.0,40.0,35.0,0.0,0.0,"TASTE OF INSPIRATIONS, PREMIUM APPLEWOOD SMOKED BACON"
"Neese Country Sausage Co., Inc.",070025000125,415.0,19.51,39.02,0.0,0.0,"NEESE'S, COUNTRY SAUSAGE"
"Neese Country Sausage Co., Inc.",070025000118,415.0,19.51,39.02,0.0,0.0,"NEESE'S, SOUTHERN STYLE COUNTRY SAUSAGE, HOT"
"Delhaize America, Inc.",725439111379,107.0,17.86,3.57,0.0,3.57,"MY ESSENTIALS, SLICED COOKED HAM"
Harris-Teeter Inc.,072036880215,33.0,0.0,0.0,3.3,6.67,"HARRIS TEETER, FARMERS MARKET, FRESH SALSA"
Harris-Teeter Inc.,072036880147,36.0,0.0,0.0,0.0,7.14,"FARMERS MARKET, FRESH SALSA, SWEET ONION"
Harris-Teeter Inc.,072036880376,89.0,0.0,5.36,0.0,10.71,"HT TRADERS, FIVE PEPPER SALSA"
Harris-Teeter Inc.,072036781703,263.0,0.0,0.0,0.0,63.16,PREMIUM PRESERVES
Harris-Teeter Inc.,072036781697,263.0,0.0,0.0,0.0,63.16,PREMIUM PRESERVES BLUEBERRY
Harris-Teeter Inc.,072036019974,467.0,6.67,23.33,0.0,66.67,"HT TRADERS, SIR CHOCOLOT, MILK CHOCOLATE TOPPED TRUFFLE COOKIES, CARAMEL"
Harris-Teeter Inc.,072036150561,466.0,3.45,20.69,0.9,62.07,"HT TRADERS, CARAMEL WAFERS, CARAMEL"
Harris-Teeter Inc.,072036290106,109.0,4.65,1.55,4.7,18.6,"HARRIS TEETER, PORK 'N BEANS, ORIGINAL"
Harris-Teeter Inc.,072036411150,77.0,5.38,0.38,5.4,16.15,"HARRIS TEETER, LIGHT RED KIDNEY BEANS"
Harris-Teeter Inc.,072036410504,21.0,0.83,0.0,0.8,4.13,"HARRIS TEETER, WHOLE PEELED TOMATOES"
"Delhaize America, Inc.",725439980852,179.0,3.57,10.71,3.6,17.86,ALL NATURAL SRIRACHA HUMMUS
Aldi-Benner Company,041498145095,48.0,0.0,0.0,3.2,9.68,CHUNKY SALSA
Aldi-Benner Company,041498196813,250.0,7.14,21.43,0.0,7.14,NEUFCHATEL CHEESE
Aldi-Benner Company,041498136574,161.0,14.29,8.93,0.0,7.14,LEAN TURKEY POLSKA KEILBASA
Aldi-Benner Company,041498127602,340.0,12.0,30.0,0.0,4.0,POLSKA KIELBASA
"Luquire Family Foods, LLC",854869003005,56.0,0.69,2.78,1.4,7.64,"LUQUIRE FAMILY FOODS, CAROLINA CREOLE SAUCE"
Royal Wine Corporation,07353341,105.0,2.63,5.26,0.0,13.16,"CAROLINA TREET, COOKING BARBECUE SAUCE, ORIGINAL"
The Kroger Co.,011110833006,107.0,23.21,1.79,0.0,0.0,PINK SALMON
Carl Buddig & Company,077400481067,140.0,16.0,5.0,0.0,6.0,"BUDDIG, PREMIUM DELI HAM, SMOKED HONEY"
R G Gunnoe Farms Inc.,071763000163,100.0,2.14,2.14,1.4,17.14,"GUNNOE'S, POTATO SALAD"
V Patel & Sons Inc,051179113169,148.0,6.0,6.0,4.3,17.6,"SWAD, CHANNA MASALA"
"Keenan Farms, Inc.",042558112514,564.0,21.16,45.86,10.6,28.22,"KEENAN FARMS, CALIFORNIA PISTACHIOS"
Eight O'Clock Coffee,011141087478,333.0,4.17,2.08,0.0,75.0,DESSERT SHELLS
"Holiday Candy Corp, Inc.",023637493915,350.0,0.0,0.0,0.0,90.0,FRUIT SLICES JELLY
Herr Foods Inc.,072600081017,571.0,3.57,35.71,0.0,53.57,"HERR'S, DEEPDISH PIZZA CHEESE CURLS"
Herr Foods Inc.,072600008861,536.0,7.14,35.71,3.6,50.0,"HERR'S, POTATO CHIPS, HONEY BBQ"
Herr Foods Inc.,072600031012,536.0,7.14,35.71,3.6,50.0,"HERR'S, OLD BAY, SEASONED POTATO CHIPS"
Target Stores,085239411742,345.0,4.42,17.7,0.9,44.25,MUFFINS
Target Stores,085239906354,407.0,7.41,3.7,7.4,85.19,FROSTED OAT CEREAL BITES WITH MARSHMALLOWS
"Wal-Mart Stores, Inc.",078742002736,357.0,12.5,1.79,3.6,73.21,ANGEL HAIR DRY PASTA ENRICHED VERMICELLI PRODUCT
"North American Baking, Inc.",098533340069,433.0,6.67,20.0,3.3,60.0,"COVER VALLEY, SNACK CRACKERS, CHICKEN"
"North American Baking, Inc.",098533340038,400.0,10.0,13.33,3.3,63.33,"CLOVER VALLEY, PITA CHIPS, GARLIC & CHIVE"
Wortz Company,076983351729,419.0,6.45,11.29,3.2,77.42,CINNAMON GRAHAM CRACKERS
"North American Baking, Inc.",098533340076,433.0,6.67,11.67,3.3,73.33,JALAPENO CHEDDAR CORNBREAD CRACKERS
Interbake Foods Inc.,020200170044,519.0,7.41,29.63,3.7,59.26,FUDGE PEANUT BUTTER FILLED COOKIES
Interbake Foods Inc.,020200027027,464.0,3.57,21.43,3.6,64.29,COOKIES
Interbake Foods Inc.,020200129783,485.0,3.03,24.24,3.0,66.67,"CLOVER VALLEY, CHOCOLATE CHIP COOKIES, ORIGINAL"
"Star Snacks Co., Inc.",753519469249,500.0,14.29,28.57,7.1,50.0,CINNAMON ALMONDS
"Hammond's Candies Since 1920, LLC",076138081273,536.0,17.86,25.0,7.1,53.57,"OLD DOMINION PEANUT COMPANY, ORIGINAL PEANUT SQUARES"
"Star Snacks Co., Inc.",753519465425,550.0,7.5,32.5,5.0,55.0,"IMPERIAL NUTS, CHOCOLATE COATED CASHEWS"
"Star Snacks Co., Inc.",753519468815,607.0,25.0,50.0,10.7,21.43,"IMPERIAL NUTS, SELECT SALTED MIXED NUTS WITH PISTACHIOS"
"Star Snacks Co., Inc.",753519465395,571.0,17.86,50.0,3.6,32.14,"IMPERIAL NUTS, SALTED CASHEWS HALVES & PIECES"
Family Dollar Stores Inc.,032251074073,83.0,0.0,0.0,0.0,33.33,MARASCHINO CHERRIES
FAMILYO GOURMENT,032251069376,714.0,0.0,78.57,0.0,0.0,REAL MAYONNAISE
Family Dollar Stores Inc.,032251075216,385.0,3.85,9.62,1.9,71.15,TOASTER PASTRIES
Family Dollar Stores Inc.,032251080456,404.0,5.77,9.62,1.9,73.08,TOASTER PASTRIES
Family Dollar Stores Inc.,032251006272,406.0,6.25,0.0,3.1,87.5,CORN FLAKES
Family Dollar Stores Inc.,032251018121,385.0,7.69,1.92,9.6,80.77,"BITE SITE FROSTED SHREDDED WHEAT, CEREAL"
CLOVER VALLEY,055049003567,370.0,7.41,0.0,7.4,77.78,"CLOVER VALLEY, SCALLOPED POTATOES"
Campside Foods Inc,077147891310,73.0,1.63,0.0,0.8,16.26,"CLOVER VALLEY, TOMATO CONDENSED SOUP"
Gilster Marylee  C/o Ko-Pak Inc.,076924569039,419.0,6.45,9.68,6.5,74.19,"CLOVER VALLEY, CINNAMON MINI SQUARES"
MOM Brands Company,042400211860,414.0,3.45,3.45,0.0,89.66,COCOA BITES SWEETENED RICE CEREAL WITH REAL COCOA
MOM Brands Company,042400211891,407.0,7.41,0.0,0.0,88.89,GOLDEN HONEY PUFFS
Storck USA LP,072799830717,660.0,12.0,52.0,12.0,32.0,"MOSER ROTH, PREMIUM DARK CHOCOLATE BARS, COCOA"
Storck USA LP,072799830694,540.0,6.0,32.0,4.0,56.0,"MOSER ROTH, TOFFEE CRUNCH CHOCOLATE BAR"
"Whole Foods Market, Inc.",099482434106,321.0,21.43,28.57,0.0,0.0,"365 EVERYDAY VALUE, DELICIOUS NATURAL CHEESE, SMOOTH, CREAMY"
"Harry's Farmers Market, Ltd.",723055204567,679.0,14.29,64.29,7.1,14.29,"WHOLE FOODS MARKET, WALNUT HALVES & PIECES"
Unilever Bestfoods North America,048001108967,429.0,0.0,42.86,0.0,7.14,MAYONNAISE DRESSING OLIVE OIL
TRADER JOE'S,00507318,594.0,25.0,50.0,9.4,21.88,"TRADER JOE'S, CRUNCHY UNSALTED ORGANIC PEANUT BUTTER"
We Are Surroundings Inc.,700371067052,483.0,10.34,31.03,10.3,48.28,CLASSIC GRANOLA
We Are Surroundings Inc.,700371067076,433.0,10.0,26.67,6.7,46.67,"TWOFOLD, QUINOA GRANOLA"
We Are Surroundings Inc.,700371067069,400.0,13.33,16.67,10.0,53.33,PISTACHIO GRANOLA
Alimentitalia / I.F.C.,785514002282,80.0,1.6,5.6,1.6,6.4,PASTA SAUCE
Alimentitalia / I.F.C.,785514002275,32.0,1.2,0.8,1.2,4.8,"LA PIANA, TOMATO BASIL PASTA SAUCE"
Alimentitalia / I.F.C.,785514002299,64.0,1.6,4.0,1.2,4.0,TOMATO VEGETABLES PASTA SAUCE
Ventre Packing Co Inc,073316431141,56.0,1.6,1.2,2.4,9.6,"ENRICO'S, TRADITIONAL PASTA SAUCE"
Alimentitalia / I.F.C.,785514002251,133.0,1.67,11.67,1.7,5.0,"LA PIANA, ARTICHOKE & MUSHROOM BRUSCHETTA"
